machine_id,current_A,vibration_ms2,state
2,0.091,0.074,MACHINE ON + WORKING
5,0.095,0.974,MACHINE ON (Idle)
2,0.034,0.286,MACHINE OFF
3,0.026,0.227,MACHINE OFF
1,0.136,0.543,MACHINE ON + WORKING
5,0.037,0.567,MACHINE OFF
5,0.112,1.436,MACHINE ON (Idle)
1,0.075,0.923,MACHINE ON (Idle)
1,0.068,1.16,MACHINE ON (Idle)
5,0.111,1.554,MACHINE ON (Idle)
1,0.043,0.235,MACHINE OFF
2,0.16,3.888,MACHINE ON + WORKING
1,0.059,0.573,MACHINE ON (Idle)
1,0.154,6.122,MACHINE ON + WORKING
3,0.033,0.398,MACHINE OFF
3,0.114,1.1,MACHINE ON + WORKING
2,0.139,1.46,MACHINE ON + WORKING
2,0.036,0.108,MACHINE OFF
1,0.035,0.01,MACHINE OFF
1,0.19,4.305,MACHINE ON + WORKING
1,0.046,0.105,MACHINE OFF
2,0.169,7.168,MACHINE ON + WORKING
3,0.032,0.65,MACHINE OFF
1,0.044,0.089,MACHINE OFF
1,0.031,0.092,MACHINE OFF
5,0.168,1.245,MACHINE ON + WORKING
4,0.13,0.716,MACHINE ON (Idle)
5,0.036,0.481,MACHINE OFF
5,0.048,0.871,MACHINE OFF
3,0.107,3.464,MACHINE ON + WORKING
5,0.189,4.424,MACHINE ON + WORKING
3,0.125,1.209,MACHINE ON + WORKING
2,0.088,1.106,MACHINE ON (Idle)
4,0.048,0.077,MACHINE OFF
1,0.114,1.217,MACHINE ON + WORKING
3,0.081,1.048,MACHINE ON (Idle)
3,0.032,0.303,MACHINE OFF
4,0.151,3.689,MACHINE ON + WORKING
1,0.154,0.687,MACHINE ON + WORKING
2,0.144,2.102,MACHINE ON + WORKING
1,0.027,0.24,MACHINE OFF
5,0.125,1.304,MACHINE ON (Idle)
1,0.091,1.174,MACHINE ON (Idle)
3,0.019,0.294,MACHINE OFF
3,0.024,0.363,MACHINE OFF
2,0.092,1.331,MACHINE ON (Idle)
1,0.13,3.896,MACHINE ON + WORKING
4,0.105,0.768,MACHINE ON (Idle)
4,0.116,1.013,MACHINE ON (Idle)
4,0.135,4.076,MACHINE ON + WORKING
1,0.034,0.286,MACHINE OFF
5,0.129,0.931,MACHINE ON (Idle)
3,0.131,5.758,MACHINE ON + WORKING
4,0.125,0.698,MACHINE ON (Idle)
5,0.076,1.088,MACHINE ON (Idle)
3,0.134,2.446,MACHINE ON + WORKING
2,0.112,0.215,MACHINE ON (Idle)
2,0.102,0.814,MACHINE ON (Idle)
2,0.046,0.36,MACHINE OFF
3,0.027,0.456,MACHINE OFF
2,0.046,0.363,MACHINE OFF
3,0.111,1.267,MACHINE ON (Idle)
3,0.087,0.01,MACHINE ON + WORKING
2,0.072,0.922,MACHINE ON (Idle)
2,0.031,0.191,MACHINE OFF
5,0.034,0.382,MACHINE OFF
3,0.03,0.339,MACHINE OFF
4,0.027,0.01,MACHINE OFF
4,0.037,0.01,MACHINE OFF
3,0.035,0.392,MACHINE OFF
1,0.118,0.762,MACHINE ON (Idle)
3,0.027,1.018,MACHINE ON (Idle)
3,0.043,1.264,MACHINE ON (Idle)
1,0.115,0.425,MACHINE ON (Idle)
3,0.068,1.235,MACHINE ON (Idle)
3,0.091,1.086,MACHINE ON (Idle)
5,0.16,4.264,MACHINE ON + WORKING
2,0.038,0.211,MACHINE OFF
5,0.125,0.797,MACHINE ON + WORKING
3,0.085,0.724,MACHINE ON (Idle)
4,0.172,1.149,MACHINE ON + WORKING
3,0.069,1.125,MACHINE ON (Idle)
1,0.091,0.859,MACHINE ON (Idle)
2,0.135,0.453,MACHINE ON (Idle)
3,0.097,1.071,MACHINE ON (Idle)
5,0.036,0.474,MACHINE OFF
4,0.093,0.607,MACHINE ON (Idle)
1,0.131,1.103,MACHINE ON + WORKING
4,0.086,0.769,MACHINE ON (Idle)
1,0.107,0.985,MACHINE ON (Idle)
2,0.034,0.289,MACHINE OFF
2,0.137,1.709,MACHINE ON + WORKING
3,0.109,0.662,MACHINE ON (Idle)
4,0.037,0.316,MACHINE OFF
1,0.037,0.01,MACHINE OFF
5,0.051,0.417,MACHINE OFF
4,0.113,0.965,MACHINE ON (Idle)
4,0.076,0.957,MACHINE ON (Idle)
5,0.07,0.518,MACHINE OFF
2,0.057,0.204,MACHINE OFF
1,0.015,0.144,MACHINE OFF
4,0.051,0.107,MACHINE OFF
5,0.14,6.12,MACHINE ON + WORKING
4,0.028,0.012,MACHINE OFF
4,0.025,0.093,MACHINE OFF
5,0.149,1.549,MACHINE ON + WORKING
4,0.118,1.219,MACHINE ON (Idle)
2,0.11,0.794,MACHINE ON (Idle)
3,0.098,0.687,MACHINE ON (Idle)
3,0.084,0.859,MACHINE ON (Idle)
5,0.143,5.108,MACHINE ON + WORKING
1,0.041,0.188,MACHINE OFF
4,0.211,4.099,MACHINE ON + WORKING
1,0.182,1.959,MACHINE ON + WORKING
4,0.041,0.01,MACHINE OFF
2,0.116,0.846,MACHINE ON (Idle)
5,0.046,0.287,MACHINE OFF
3,0.112,4.036,MACHINE ON + WORKING
1,0.103,0.733,MACHINE ON (Idle)
3,0.027,0.275,MACHINE OFF
1,0.042,0.01,MACHINE OFF
3,0.066,0.982,MACHINE ON (Idle)
4,0.102,0.97,MACHINE ON (Idle)
1,0.027,0.202,MACHINE OFF
2,0.042,0.286,MACHINE OFF
1,0.107,0.898,MACHINE ON (Idle)
1,0.137,5.942,MACHINE ON + WORKING
4,0.02,0.063,MACHINE OFF
1,0.07,0.958,MACHINE ON (Idle)
1,0.096,0.605,MACHINE ON (Idle)
1,0.143,4.066,MACHINE ON + WORKING
3,0.099,1.793,MACHINE ON (Idle)
4,0.042,0.132,MACHINE OFF
5,0.044,0.491,MACHINE OFF
4,0.036,0.218,MACHINE OFF
2,0.045,0.221,MACHINE OFF
3,0.173,4.423,MACHINE ON + WORKING
1,0.037,0.089,MACHINE OFF
1,0.091,0.802,MACHINE ON (Idle)
2,0.168,0.921,MACHINE ON + WORKING
5,0.105,6.328,MACHINE ON + WORKING
4,0.036,0.736,MACHINE OFF
3,0.037,0.414,MACHINE OFF
1,0.134,3.023,MACHINE ON + WORKING
1,0.091,0.811,MACHINE ON (Idle)
3,0.026,0.297,MACHINE OFF
1,0.198,1.25,MACHINE ON + WORKING
2,0.113,0.651,MACHINE ON (Idle)
4,0.101,0.277,MACHINE ON + WORKING
2,0.041,0.085,MACHINE OFF
5,0.079,0.66,MACHINE ON (Idle)
5,0.047,0.49,MACHINE OFF
3,0.03,0.245,MACHINE OFF
5,0.054,0.503,MACHINE OFF
4,0.049,0.134,MACHINE OFF
2,0.115,2.673,MACHINE ON + WORKING
4,0.136,1.168,MACHINE ON + WORKING
2,0.086,0.989,MACHINE ON (Idle)
1,0.125,0.703,MACHINE ON (Idle)
5,0.131,2.157,MACHINE ON + WORKING
2,0.136,1.082,MACHINE ON (Idle)
1,0.157,0.01,MACHINE ON + WORKING
2,0.086,1.285,MACHINE ON (Idle)
4,0.069,0.747,MACHINE ON (Idle)
1,0.071,0.813,MACHINE ON (Idle)
5,0.053,0.608,MACHINE OFF
1,0.087,0.836,MACHINE ON (Idle)
1,0.049,0.01,MACHINE OFF
2,0.038,0.133,MACHINE OFF
2,0.26,5.009,MACHINE ON + WORKING
5,0.122,1.412,MACHINE ON (Idle)
5,0.141,1.446,MACHINE ON (Idle)
1,0.139,2.933,MACHINE ON + WORKING
1,0.032,0.026,MACHINE OFF
1,0.145,4.155,MACHINE ON + WORKING
5,0.124,1.589,MACHINE ON (Idle)
5,0.103,0.787,MACHINE ON (Idle)
4,0.118,0.722,MACHINE ON (Idle)
2,0.085,1.365,MACHINE ON (Idle)
5,0.051,0.426,MACHINE OFF
4,0.041,0.01,MACHINE OFF
2,0.046,0.386,MACHINE OFF
4,0.046,0.01,MACHINE OFF
2,0.121,5.317,MACHINE ON + WORKING
3,0.027,0.518,MACHINE OFF
1,0.094,0.977,MACHINE ON (Idle)
3,0.033,0.423,MACHINE OFF
5,0.042,0.335,MACHINE OFF
5,0.048,0.694,MACHINE OFF
1,0.027,0.207,MACHINE OFF
2,0.092,1.264,MACHINE ON + WORKING
5,0.096,0.792,MACHINE ON (Idle)
4,0.176,5.418,MACHINE ON + WORKING
4,0.037,0.01,MACHINE OFF
2,0.121,4.536,MACHINE ON + WORKING
1,0.143,3.628,MACHINE ON + WORKING
5,0.043,0.415,MACHINE OFF
1,0.072,1.145,MACHINE ON (Idle)
3,0.104,1.22,MACHINE ON + WORKING
2,0.086,1.104,MACHINE ON (Idle)
5,0.089,0.893,MACHINE ON (Idle)
2,0.04,0.301,MACHINE OFF
3,0.084,0.938,MACHINE ON (Idle)
4,0.187,3.81,MACHINE ON + WORKING
2,0.167,1.502,MACHINE ON + WORKING
2,0.038,0.123,MACHINE OFF
4,0.114,5.509,MACHINE ON + WORKING
3,0.11,1.041,MACHINE ON + WORKING
4,0.11,0.316,MACHINE ON + WORKING
4,0.112,0.921,MACHINE ON (Idle)
5,0.091,1.084,MACHINE ON (Idle)
3,0.166,0.866,MACHINE ON + WORKING
5,0.109,1.775,MACHINE ON (Idle)
2,0.14,5.506,MACHINE ON + WORKING
2,0.087,5.545,MACHINE ON + WORKING
2,0.079,0.528,MACHINE ON (Idle)
4,0.119,0.83,MACHINE ON + WORKING
1,0.098,3.713,MACHINE ON + WORKING
2,0.043,0.246,MACHINE OFF
2,0.127,0.819,MACHINE ON + WORKING
4,0.16,4.28,MACHINE ON + WORKING
3,0.088,1.295,MACHINE ON (Idle)
5,0.178,3.806,MACHINE ON + WORKING
2,0.033,0.28,MACHINE OFF
5,0.105,1.069,MACHINE ON (Idle)
1,0.098,2.055,MACHINE ON + WORKING
5,0.093,1.377,MACHINE ON (Idle)
4,0.045,0.169,MACHINE OFF
1,0.034,0.136,MACHINE OFF
1,0.111,0.766,MACHINE ON (Idle)
3,0.027,0.283,MACHINE OFF
5,0.193,1.527,MACHINE ON + WORKING
4,0.105,5.455,MACHINE ON + WORKING
5,0.038,0.517,MACHINE OFF
1,0.137,2.276,MACHINE ON + WORKING
4,0.025,0.089,MACHINE OFF
2,0.119,0.692,MACHINE ON (Idle)
5,0.044,0.538,MACHINE OFF
5,0.148,6.12,MACHINE ON + WORKING
4,0.097,0.535,MACHINE ON (Idle)
4,0.104,3.908,MACHINE ON + WORKING
2,0.122,3.004,MACHINE ON + WORKING
1,0.095,0.776,MACHINE ON (Idle)
3,0.105,0.01,MACHINE ON + WORKING
5,0.068,1.41,MACHINE ON (Idle)
1,0.036,0.146,MACHINE OFF
5,0.052,0.376,MACHINE OFF
1,0.067,0.835,MACHINE ON (Idle)
4,0.099,0.917,MACHINE ON (Idle)
4,0.036,0.01,MACHINE OFF
1,0.092,0.695,MACHINE ON (Idle)
5,0.051,0.481,MACHINE OFF
2,0.103,1.075,MACHINE ON (Idle)
3,0.09,0.872,MACHINE ON (Idle)
4,0.052,0.143,MACHINE OFF
1,0.125,0.547,MACHINE ON (Idle)
4,0.156,1.375,MACHINE ON + WORKING
4,0.089,5.388,MACHINE ON + WORKING
5,0.21,5.997,MACHINE ON + WORKING
1,0.058,0.102,MACHINE OFF
5,0.119,1.245,MACHINE ON (Idle)
5,0.125,1.356,MACHINE ON (Idle)
5,0.038,0.378,MACHINE OFF
4,0.08,0.919,MACHINE ON (Idle)
5,0.033,0.473,MACHINE OFF
2,0.103,9.5,MACHINE ON + WORKING
3,0.116,1.052,MACHINE ON (Idle)
2,0.075,1.141,MACHINE ON (Idle)
5,0.021,0.414,MACHINE OFF
3,0.128,2.716,MACHINE ON + WORKING
5,0.127,1.306,MACHINE ON + WORKING
5,0.102,1.019,MACHINE ON (Idle)
1,0.09,0.9,MACHINE ON (Idle)
5,0.129,1.043,MACHINE ON (Idle)
1,0.102,5.704,MACHINE ON + WORKING
3,0.032,0.441,MACHINE OFF
5,0.12,6.679,MACHINE ON + WORKING
2,0.158,2.576,MACHINE ON + WORKING
2,0.097,1.001,MACHINE ON (Idle)
3,0.018,0.049,MACHINE OFF
5,0.128,1.502,MACHINE ON + WORKING
4,0.033,0.014,MACHINE OFF
4,0.071,1.15,MACHINE ON (Idle)
5,0.027,0.467,MACHINE OFF
2,0.149,2.267,MACHINE ON + WORKING
5,0.094,3.499,MACHINE ON + WORKING
1,0.068,0.739,MACHINE ON (Idle)
5,0.092,1.399,MACHINE ON (Idle)
2,0.043,0.33,MACHINE OFF
1,0.045,0.166,MACHINE OFF
4,0.144,4.769,MACHINE ON + WORKING
4,0.102,0.482,MACHINE ON (Idle)
1,0.185,1.336,MACHINE ON + WORKING
2,0.102,1.294,MACHINE ON (Idle)
3,0.038,0.179,MACHINE OFF
5,0.112,4.782,MACHINE ON + WORKING
2,0.101,1.271,MACHINE ON (Idle)
5,0.176,2.508,MACHINE ON + WORKING
2,0.042,0.174,MACHINE OFF
3,0.088,0.984,MACHINE ON + WORKING
2,0.093,9.152,MACHINE ON + WORKING
5,0.181,7.568,MACHINE ON + WORKING
2,0.036,0.164,MACHINE OFF
3,0.069,0.922,MACHINE ON (Idle)
4,0.166,1.318,MACHINE ON + WORKING
4,0.154,1.002,MACHINE ON + WORKING
4,0.072,0.582,MACHINE ON + WORKING
2,0.05,0.084,MACHINE OFF
3,0.042,1.348,MACHINE ON (Idle)
5,0.121,1.613,MACHINE ON (Idle)
3,0.036,0.355,MACHINE OFF
4,0.098,0.506,MACHINE ON (Idle)
5,0.031,0.451,MACHINE OFF
4,0.133,2.818,MACHINE ON + WORKING
3,0.029,0.412,MACHINE OFF
5,0.133,1.178,MACHINE ON (Idle)
5,0.127,3.467,MACHINE ON + WORKING
1,0.025,0.173,MACHINE OFF
2,0.083,1.091,MACHINE ON (Idle)
3,0.102,3.183,MACHINE ON + WORKING
1,0.116,0.869,MACHINE ON (Idle)
4,0.096,0.939,MACHINE ON (Idle)
4,0.035,0.01,MACHINE OFF
2,0.092,1.017,MACHINE ON (Idle)
3,0.015,0.446,MACHINE OFF
4,0.065,0.087,MACHINE OFF
5,0.052,0.325,MACHINE OFF
4,0.084,0.546,MACHINE ON (Idle)
5,0.043,0.553,MACHINE OFF
1,0.129,6.208,MACHINE ON + WORKING
1,0.06,1.119,MACHINE ON + WORKING
4,0.082,0.778,MACHINE ON (Idle)
1,0.128,1.385,MACHINE ON + WORKING
5,0.18,1.468,MACHINE ON + WORKING
2,0.066,0.119,MACHINE OFF
3,0.108,1.24,MACHINE ON (Idle)
5,0.116,1.262,MACHINE ON (Idle)
4,0.059,0.862,MACHINE ON (Idle)
3,0.086,0.809,MACHINE ON (Idle)
4,0.088,0.981,MACHINE ON (Idle)
5,0.102,1.394,MACHINE ON (Idle)
4,0.083,0.829,MACHINE ON (Idle)
2,0.103,1.358,MACHINE ON + WORKING
5,0.102,0.98,MACHINE ON (Idle)
3,0.095,2.061,MACHINE ON + WORKING
5,0.157,5.744,MACHINE ON + WORKING
3,0.025,0.347,MACHINE OFF
3,0.187,1.411,MACHINE ON + WORKING
5,0.051,0.622,MACHINE OFF
4,0.055,0.123,MACHINE OFF
1,0.174,9.5,MACHINE ON + WORKING
3,0.072,1.089,MACHINE ON (Idle)
2,0.023,0.226,MACHINE OFF
1,0.109,0.774,MACHINE ON (Idle)
1,0.122,0.912,MACHINE ON (Idle)
4,0.084,0.855,MACHINE ON (Idle)
4,0.083,7.914,MACHINE ON + WORKING
1,0.036,0.13,MACHINE OFF
5,0.174,1.617,MACHINE ON + WORKING
5,0.116,0.902,MACHINE ON (Idle)
2,0.099,2.293,MACHINE ON + WORKING
2,0.141,2.15,MACHINE ON + WORKING
4,0.113,0.608,MACHINE ON (Idle)
4,0.083,0.784,MACHINE ON (Idle)
3,0.154,1.159,MACHINE ON + WORKING
2,0.117,1.017,MACHINE ON (Idle)
1,0.033,0.333,MACHINE OFF
2,0.101,0.934,MACHINE ON (Idle)
1,0.028,0.169,MACHINE OFF
1,0.032,0.222,MACHINE OFF
1,0.091,5.274,MACHINE ON + WORKING
1,0.061,0.096,MACHINE OFF
1,0.114,0.642,MACHINE ON (Idle)
4,0.116,0.938,MACHINE ON + WORKING
4,0.095,0.826,MACHINE ON (Idle)
4,0.115,0.864,MACHINE ON (Idle)
4,0.159,0.807,MACHINE ON + WORKING
3,0.128,3.394,MACHINE ON + WORKING
3,0.086,1.266,MACHINE ON (Idle)
2,0.117,0.672,MACHINE ON (Idle)
1,0.04,0.072,MACHINE OFF
5,0.041,0.555,MACHINE OFF
4,0.072,1.077,MACHINE ON (Idle)
2,0.044,0.172,MACHINE OFF
5,0.036,0.491,MACHINE OFF
1,0.116,4.633,MACHINE ON + WORKING
4,0.111,0.571,MACHINE ON (Idle)
2,0.166,2.212,MACHINE ON + WORKING
2,0.032,0.253,MACHINE OFF
3,0.117,0.987,MACHINE ON (Idle)
5,0.045,0.462,MACHINE OFF
4,0.142,4.745,MACHINE ON + WORKING
4,0.039,0.056,MACHINE OFF
5,0.139,1.558,MACHINE ON (Idle)
5,0.042,0.444,MACHINE OFF
2,0.109,0.682,MACHINE ON (Idle)
2,0.112,2.54,MACHINE ON + WORKING
5,0.152,3.924,MACHINE ON + WORKING
3,0.119,1.443,MACHINE ON (Idle)
4,0.038,0.01,MACHINE OFF
2,0.133,0.75,MACHINE ON + WORKING
2,0.096,1.241,MACHINE ON (Idle)
3,0.152,3.549,MACHINE ON + WORKING
4,0.029,0.237,MACHINE OFF
2,0.166,0.359,MACHINE ON + WORKING
5,0.128,0.961,MACHINE ON (Idle)
2,0.109,0.805,MACHINE ON (Idle)
3,0.177,0.01,MACHINE ON + WORKING
4,0.03,0.181,MACHINE OFF
1,0.111,1.98,MACHINE ON + WORKING
3,0.106,1.022,MACHINE ON (Idle)
5,0.15,3.628,MACHINE ON + WORKING
1,0.146,1.33,MACHINE ON + WORKING
1,0.116,3.267,MACHINE ON + WORKING
1,0.031,0.01,MACHINE OFF
5,0.152,1.291,MACHINE ON (Idle)
4,0.101,0.669,MACHINE ON (Idle)
5,0.121,0.778,MACHINE ON (Idle)
3,0.088,1.345,MACHINE ON (Idle)
2,0.134,0.603,MACHINE ON (Idle)
1,0.073,0.734,MACHINE ON (Idle)
1,0.029,0.114,MACHINE OFF
3,0.031,0.395,MACHINE OFF
1,0.024,0.204,MACHINE OFF
5,0.139,4.497,MACHINE ON + WORKING
3,0.03,0.31,MACHINE OFF
2,0.12,0.671,MACHINE ON (Idle)
1,0.039,0.413,MACHINE OFF
5,0.141,1.261,MACHINE ON + WORKING
5,0.095,1.205,MACHINE ON (Idle)
1,0.081,0.849,MACHINE ON (Idle)
5,0.044,0.679,MACHINE OFF
2,0.044,0.207,MACHINE OFF
4,0.034,0.091,MACHINE OFF
4,0.037,0.01,MACHINE OFF
2,0.163,0.409,MACHINE ON + WORKING
2,0.1,0.85,MACHINE ON (Idle)
4,0.127,5.029,MACHINE ON + WORKING
2,0.159,1.527,MACHINE ON + WORKING
1,0.111,1.126,MACHINE ON + WORKING
1,0.036,0.011,MACHINE OFF
1,0.077,0.955,MACHINE ON (Idle)
2,0.166,1.183,MACHINE ON + WORKING
5,0.177,5.87,MACHINE ON + WORKING
2,0.056,0.337,MACHINE OFF
2,0.12,0.828,MACHINE ON + WORKING
4,0.121,0.866,MACHINE ON (Idle)
1,0.088,0.843,MACHINE ON (Idle)
3,0.037,0.249,MACHINE OFF
3,0.045,0.344,MACHINE OFF
1,0.032,0.019,MACHINE OFF
5,0.033,0.439,MACHINE OFF
1,0.034,0.101,MACHINE OFF
2,0.107,1.471,MACHINE ON (Idle)
2,0.104,1.084,MACHINE ON + WORKING
2,0.125,3.757,MACHINE ON + WORKING
3,0.04,0.347,MACHINE OFF
1,0.095,0.817,MACHINE ON (Idle)
1,0.079,0.939,MACHINE ON (Idle)
5,0.055,0.294,MACHINE OFF
5,0.156,8.32,MACHINE ON + WORKING
1,0.087,0.981,MACHINE ON (Idle)
2,0.151,5.023,MACHINE ON + WORKING
3,0.031,0.38,MACHINE OFF
4,0.041,0.01,MACHINE OFF
2,0.103,0.808,MACHINE ON (Idle)
1,0.109,4.504,MACHINE ON + WORKING
1,0.118,0.942,MACHINE ON (Idle)
1,0.034,0.01,MACHINE OFF
2,0.125,2.5,MACHINE ON + WORKING
3,0.084,1.2,MACHINE ON + WORKING
1,0.028,0.161,MACHINE OFF
1,0.034,0.182,MACHINE OFF
1,0.13,6.354,MACHINE ON + WORKING
3,0.025,0.307,MACHINE OFF
1,0.06,0.239,MACHINE OFF
2,0.133,0.91,MACHINE ON (Idle)
1,0.086,0.684,MACHINE ON (Idle)
3,0.027,1.105,MACHINE OFF
1,0.046,0.141,MACHINE OFF
4,0.107,0.716,MACHINE ON (Idle)
4,0.128,0.957,MACHINE ON + WORKING
3,0.022,0.258,MACHINE OFF
5,0.049,0.319,MACHINE OFF
3,0.054,1.32,MACHINE ON (Idle)
2,0.138,3.082,MACHINE ON + WORKING
2,0.14,5.369,MACHINE ON + WORKING
4,0.144,5.564,MACHINE ON + WORKING
1,0.038,0.055,MACHINE OFF
5,0.039,0.39,MACHINE OFF
4,0.11,0.777,MACHINE ON (Idle)
4,0.167,3.204,MACHINE ON + WORKING
4,0.085,0.606,MACHINE ON (Idle)
5,0.146,1.445,MACHINE ON (Idle)
3,0.032,0.253,MACHINE OFF
1,0.041,0.329,MACHINE OFF
3,0.113,0.714,MACHINE ON (Idle)
2,0.097,3.787,MACHINE ON + WORKING
1,0.082,0.721,MACHINE ON (Idle)
2,0.118,3.001,MACHINE ON + WORKING
3,0.075,4.712,MACHINE ON + WORKING
3,0.029,0.14,MACHINE OFF
4,0.051,0.096,MACHINE OFF
1,0.1,0.721,MACHINE ON (Idle)
3,0.033,0.24,MACHINE OFF
3,0.107,0.843,MACHINE ON (Idle)
5,0.097,1.023,MACHINE ON (Idle)
1,0.117,0.743,MACHINE ON (Idle)
2,0.025,0.211,MACHINE OFF
4,0.15,3.803,MACHINE ON + WORKING
4,0.043,0.143,MACHINE OFF
3,0.084,1.077,MACHINE ON (Idle)
2,0.107,1.047,MACHINE ON (Idle)
1,0.157,1.285,MACHINE ON + WORKING
4,0.114,3.386,MACHINE ON + WORKING
3,0.102,7.079,MACHINE ON + WORKING
1,0.023,0.048,MACHINE OFF
5,0.05,0.262,MACHINE OFF
3,0.174,1.459,MACHINE ON + WORKING
3,0.069,0.825,MACHINE ON (Idle)
5,0.091,1.533,MACHINE ON (Idle)
3,0.097,0.931,MACHINE ON (Idle)
1,0.057,0.812,MACHINE ON (Idle)
3,0.16,2.818,MACHINE ON + WORKING
5,0.153,1.686,MACHINE ON + WORKING
4,0.117,0.981,MACHINE ON (Idle)
5,0.111,1.496,MACHINE ON (Idle)
2,0.048,0.12,MACHINE OFF
5,0.109,1.191,MACHINE ON (Idle)
4,0.06,0.786,MACHINE ON (Idle)
3,0.021,0.297,MACHINE OFF
1,0.039,0.151,MACHINE OFF
1,0.119,3.485,MACHINE ON + WORKING
2,0.148,1.804,MACHINE ON + WORKING
3,0.159,5.572,MACHINE ON + WORKING
5,0.04,0.531,MACHINE OFF
5,0.038,0.543,MACHINE OFF
5,0.175,9.135,MACHINE ON + WORKING
3,0.029,0.358,MACHINE OFF
2,0.089,1.596,MACHINE ON (Idle)
5,0.04,0.455,MACHINE OFF
2,0.102,1.05,MACHINE ON (Idle)
2,0.033,0.327,MACHINE OFF
3,0.028,0.325,MACHINE OFF
5,0.115,1.349,MACHINE ON (Idle)
2,0.116,1.026,MACHINE ON (Idle)
5,0.116,1.584,MACHINE ON (Idle)
5,0.071,1.269,MACHINE ON (Idle)
1,0.082,0.919,MACHINE ON (Idle)
1,0.177,1.863,MACHINE ON + WORKING
5,0.034,0.451,MACHINE OFF
5,0.054,0.956,MACHINE OFF
1,0.091,0.871,MACHINE ON (Idle)
3,0.028,0.336,MACHINE OFF
1,0.116,7.902,MACHINE ON + WORKING
3,0.076,1.053,MACHINE ON (Idle)
2,0.103,4.197,MACHINE ON + WORKING
5,0.132,1.45,MACHINE ON (Idle)
5,0.111,0.903,MACHINE ON (Idle)
3,0.04,0.533,MACHINE OFF
3,0.101,1.163,MACHINE ON (Idle)
2,0.048,0.196,MACHINE OFF
1,0.047,0.039,MACHINE OFF
1,0.116,5.252,MACHINE ON + WORKING
4,0.082,0.759,MACHINE ON (Idle)
2,0.039,0.315,MACHINE OFF
5,0.112,1.075,MACHINE ON (Idle)
4,0.166,3.249,MACHINE ON + WORKING
4,0.168,7.285,MACHINE ON + WORKING
1,0.023,0.173,MACHINE OFF
1,0.096,0.834,MACHINE ON (Idle)
5,0.051,0.605,MACHINE OFF
1,0.032,0.137,MACHINE OFF
2,0.085,1.006,MACHINE ON (Idle)
5,0.046,0.41,MACHINE OFF
4,0.03,0.136,MACHINE OFF
4,0.149,0.654,MACHINE ON (Idle)
4,0.06,0.932,MACHINE ON (Idle)
5,0.141,1.885,MACHINE ON + WORKING
3,0.137,2.763,MACHINE ON + WORKING
5,0.128,1.466,MACHINE ON + WORKING
5,0.043,0.501,MACHINE OFF
5,0.043,0.491,MACHINE OFF
1,0.024,0.071,MACHINE OFF
4,0.169,1.181,MACHINE ON + WORKING
3,0.029,0.445,MACHINE OFF
4,0.121,2.56,MACHINE ON + WORKING
1,0.107,0.898,MACHINE ON (Idle)
2,0.107,0.756,MACHINE ON (Idle)
5,0.047,0.17,MACHINE OFF
4,0.092,0.477,MACHINE ON (Idle)
4,0.156,0.494,MACHINE ON + WORKING
5,0.108,1.284,MACHINE ON (Idle)
4,0.043,0.596,MACHINE OFF
1,0.119,0.537,MACHINE ON (Idle)
1,0.028,0.01,MACHINE OFF
2,0.088,0.513,MACHINE ON (Idle)
5,0.055,0.508,MACHINE OFF
2,0.041,0.255,MACHINE OFF
2,0.04,0.187,MACHINE OFF
1,0.051,0.907,MACHINE ON (Idle)
1,0.085,1.126,MACHINE ON (Idle)
5,0.094,1.667,MACHINE ON (Idle)
1,0.095,0.898,MACHINE ON (Idle)
3,0.032,0.314,MACHINE OFF
3,0.146,1.451,MACHINE ON + WORKING
3,0.203,6.971,MACHINE ON + WORKING
3,0.025,0.393,MACHINE OFF
4,0.125,6.939,MACHINE ON + WORKING
4,0.141,6.639,MACHINE ON + WORKING
1,0.065,1.04,MACHINE ON (Idle)
3,0.031,0.236,MACHINE OFF
5,0.038,0.456,MACHINE OFF
1,0.094,0.625,MACHINE ON (Idle)
5,0.106,1.224,MACHINE ON (Idle)
4,0.038,0.28,MACHINE OFF
1,0.144,1.614,MACHINE ON + WORKING
5,0.033,0.39,MACHINE OFF
4,0.133,0.188,MACHINE ON (Idle)
5,0.132,0.01,MACHINE ON + WORKING
2,0.128,2.785,MACHINE ON + WORKING
5,0.125,1.18,MACHINE ON (Idle)
5,0.036,0.478,MACHINE OFF
1,0.031,0.166,MACHINE OFF
3,0.034,0.332,MACHINE OFF
1,0.048,0.236,MACHINE OFF
2,0.13,1.256,MACHINE ON (Idle)
4,0.116,0.753,MACHINE ON (Idle)
4,0.031,0.234,MACHINE OFF
1,0.111,0.722,MACHINE ON (Idle)
1,0.107,8.168,MACHINE ON + WORKING
5,0.179,1.546,MACHINE ON + WORKING
3,0.1,1.307,MACHINE ON (Idle)
2,0.168,1.31,MACHINE ON + WORKING
3,0.089,8.468,MACHINE ON + WORKING
4,0.121,1.104,MACHINE ON (Idle)
5,0.045,0.603,MACHINE OFF
5,0.038,0.649,MACHINE OFF
1,0.138,3.538,MACHINE ON + WORKING
4,0.107,0.68,MACHINE ON (Idle)
5,0.107,1.087,MACHINE ON (Idle)
4,0.025,0.056,MACHINE OFF
3,0.165,1.239,MACHINE ON + WORKING
3,0.02,0.385,MACHINE OFF
4,0.043,0.125,MACHINE OFF
1,0.039,0.129,MACHINE OFF
